GAGE PARK FOOD,Restaurant,Risk 1 (High),60629,6/11/2014,Canvass,41.78629601,-87.69365183,"(41.78629601441044, -87.69365182602883)",Pass w/ Conditions
HOT WOKS COOL SUSHI,Restaurant,Risk 1 (High),60606,7/8/2014,Canvass,41.87947786,-87.63531103,"(41.87947785944255, -87.63531102568936)",Pass w/ Conditions
MORNING GLORY,Restaurant,Risk 1 (High),60620,6/19/2014,Suspected Food Poisoning,41.72896519,-87.66301107,"(41.72896519161774, -87.66301106677602)",Pass
CHIC,CULINARY SCHOOL,Risk 1 (High),60610,9/5/2014,Canvass Re-Inspection,41.89804116,-87.63792798,"(41.898041156378945, -87.63792798101714)",Pass
7-ELEVEN,,Risk 3 (Low),60607,6/23/2014,Canvass,41.86939364,-87.66515239,"(41.86939363940578, -87.66515238810635)",Out of Business
THE FRANKLIN TAP,Restaurant,Risk 1 (High),60606,4/29/2014,Canvass,41.87757643,-87.62751771,"(41.8775764311815, -87.62751770941156)",Pass
MCDONALD'S RESTAURANT,Restaurant,Risk 2 (Medium),60636,6/4/2014,Complaint,41.77836098,-87.66433686,"(41.77836097603761, -87.66433686342792)",Pass
Edwards (MAIN),School,Risk 1 (High),60632,5/7/2014,Canvass,41.80552325,-87.72581893,"(41.8055232490546, -87.72581892508391)",Fail
GRAND CHINESE KITCHEN,Restaurant,Risk 1 (High),60620,4/24/2014,Complaint,41.73637382,-87.62723156,"(41.73637382027632, -87.62723156456728)",Pass
BURGER KING #142,Restaurant,Risk 2 (Medium),60632,6/5/2014,Canvass,41.79427426,-87.72304339,"(41.79427426174653, -87.72304339449933)",Pass
"TITA'S SOMBRERO RESTAURANT, INC.",Restaurant,Risk 1 (High),60632,4/18/2014,Canvass,41.80933273,-87.72349163,"(41.80933272861339, -87.72349163256884)",Pass
SODEXHO- IIT,Restaurant,Risk 1 (High),60616,8/21/2014,License Re-Inspection,41.83510035,-87.62876125,"(41.835100345951005, -87.62876125242913)",Pass
SATAZA,Restaurant,Risk 1 (High),60661,5/1/2014,Canvass,41.88097439,-87.64131135,"(41.88097439290438, -87.64131135434275)",Out of Business
HANNAH'S BRETZEL,Restaurant,Risk 1 (High),60654,8/13/2014,Complaint,41.88922537,-87.63267411,"(41.88922537162015, -87.63267411498495)",Pass w/ Conditions
ABUNDANT RESTAURANT,Mobile Food Dispenser,Risk 3 (Low),60409,8/19/2014,License,,,,Fail
OLIVE MOUNT MART,Grocery Store,Risk 2 (Medium),60629,6/19/2014,Canvass,41.77894012,-87.71186857,"(41.77894012494479, -87.71186857228976)",Pass
AL NOOR MEAT & GROCERY,Grocery Store,Risk 2 (Medium),60659,7/10/2014,License,41.99757189,-87.69263305,"(41.99757189442386, -87.69263305087995)",Fail
ROSENWALD ELEMENTARY,School,Risk 1 (High),60652,4/22/2014,Canvass,41.74809581,-87.68787142,"(41.74809581195331, -87.68787142208815)",Fail
BAR LOUIE,Restaurant,Risk 1 (High),60605,6/23/2014,Canvass,41.87216696,-87.6295768,"(41.87216695780119, -87.62957679729978)",Fail
BARRACO'S PIZZA,Restaurant,Risk 3 (Low),60655,5/8/2014,License,41.69149532,-87.6977804,"(41.691495324148114, -87.6977804013201)",Pass
BOHO BOHEMIAN HOUSE,Restaurant,Risk 1 (High),,6/19/2014,License,41.89074679,-87.62851094,"(41.8907467911109, -87.62851094403574)",Pass
LA FONTANELLA,Restaurant,Risk 1 (High),60608,5/28/2014,Canvass,41.84791278,-87.68322664,"(41.847912783858966, -87.68322664007135)",Pass
POT PAN RESTAURANT,Restaurant,Risk 1 (High),60622,5/29/2014,Canvass,41.90646718,-87.67157369,"(41.906467181759496, -87.67157369153817)",Fail
FRESHII,Restaurant,Risk 1 (High),60602,8/29/2014,License,41.88265087,-87.63105264,"(41.88265086811486, -87.63105264246144)",Pass
TACO BURRITO KING,Restaurant,Risk 1 (High),60654,6/26/2014,Complaint,41.89673705,-87.63183376,"(41.8967370512094, -87.63183376158445)",Pass w/ Conditions
J.J. PEPPERS,CONVENIENCE STORE,Risk 3 (Low),60616,7/10/2014,Complaint,41.83796742,-87.64378541,"(41.83796742152489, -87.64378541283824)",Fail
AUNTIE ANNE'S,Restaurant,Risk 2 (Medium),60666,6/18/2014,Canvass,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Fail
NORTHSTAR COFFEE,Restaurant,Risk 2 (Medium),60647,7/23/2014,Canvass Re-Inspection,41.92820408,-87.68225483,"(41.92820408016415, -87.68225482659578)",Pass
CURRY CATERING,Catering,Risk 1 (High),60608,6/5/2014,Canvass,41.85058668,-87.67074549,"(41.85058668017878, -87.67074548829262)",No Entry
ARAMARK SERVICES @ HARRIS BANK,Restaurant,Risk 1 (High),60603,5/8/2014,Canvass,41.88058227,-87.63120101,"(41.88058226633408, -87.63120100893529)",Pass
OMNI CHICAGO HOTEL,Restaurant,Risk 1 (High),60611,7/28/2014,Canvass,41.89475437,-87.62439435,"(41.89475436857259, -87.6243943466027)",Pass
FISCHMANS WAGYU WAGON,Mobile Food Preparer,Risk 2 (Medium),60612,4/29/2014,License Re-Inspection,41.88743405,-87.68184949,"(41.88743405025222, -87.68184949426895)",Fail
Franklin Magnet,School,Risk 1 (High),60610,5/9/2014,Canvass Re-Inspection,41.90657253,-87.6355136,"(41.906572532817, -87.63551359944138)",Pass
MR.  SUBMARINE,Restaurant,Risk 2 (Medium),60632,8/20/2014,Canvass,41.80189633,-87.72355764,"(41.8018963345412, -87.72355764085079)",Pass w/ Conditions
Davanti Enotecca,Restaurant,Risk 1 (High),60607,7/22/2014,Canvass,41.8692309,-87.66156177,"(41.869230900780316, -87.66156177328145)",Pass
NORTHWESTERN MEMORIAL HOSPITAL (CAFETERIA-2ND),Restaurant,Risk 1 (High),60611,4/21/2014,Canvass Re-Inspection,41.8949033,-87.62074373,"(41.89490330235543, -87.62074372623964)",Fail
EBINGER ELEMENTARY SCHOOL,School,Risk 1 (High),60631,5/9/2014,Canvass,42.00443557,-87.81116435,"(42.00443557338257, -87.81116434687875)",Fail
BACINOS ITALIAN GRILL,Restaurant,Risk 3 (Low),60657,9/3/2014,License Re-Inspection,41.93298721,-87.63652894,"(41.93298721327045, -87.63652893636035)",Pass
TAZA CAFE,Restaurant,Risk 1 (High),60606,6/26/2014,License,41.88524803,-87.63554592,"(41.885248026568625, -87.63554591705974)",Pass
REMIS BARBQUE AND CHICKEN,Restaurant,Risk 1 (High),60644,6/26/2014,License Re-Inspection,41.88859215,-87.75551402,"(41.888592146069605, -87.75551402229323)",Pass
SUMO RESTAURANT,Restaurant,Risk 1 (High),60614,7/8/2014,License,41.91336686,-87.65305079,"(41.91336686461645, -87.6530507891693)",Fail
"MR BEEF ON HARLEM, LTD",Restaurant,Risk 1 (High),60634,6/13/2014,Canvass,41.95127467,-87.80706638,"(41.951274669402395, -87.80706638213873)",Pass
THE GODDESS AND GROCER,Restaurant,Risk 1 (High),60647,4/17/2014,License,41.91197123,-87.67735194,"(41.911971230797036, -87.67735193570363)",Pass
SAVE WAY WAREHOUSE MARKET INC,Grocery Store,Risk 2 (Medium),60644,6/18/2014,Short Form Complaint,41.87297585,-87.76144998,"(41.87297585378775, -87.76144998426264)",Pass w/ Conditions
FIVE STAR BAR & GRILL,Restaurant,Risk 1 (High),60622,7/10/2014,Canvass,41.89624197,-87.66344068,"(41.89624197172842, -87.66344067613402)",Pass
EXPRESS FOOD MART 11,Grocery Store,Risk 2 (Medium),60628,8/18/2014,Complaint,41.69257315,-87.62805289,"(41.692573148327895, -87.62805289398561)",Pass w/ Conditions
K R M #1 INC,Restaurant,Risk 2 (Medium),60659,5/29/2014,Canvass,41.99570495,-87.689964,"(41.995704951379196, -87.68996400149155)",Pass
HANA,Restaurant,Risk 1 (High),60607,7/17/2014,Canvass,41.86926179,-87.65965077,"(41.86926179479487, -87.65965077399696)",Pass
NUEVA BIRRIERIA OCOTLAN,Restaurant,Risk 1 (High),60623,5/16/2014,Canvass,41.85161473,-87.70875739,"(41.85161472524953, -87.70875738862884)",Out of Business
SONNY'S PIZZA & RESTAURANT,Restaurant,Risk 1 (High),60647,8/26/2014,Canvass,41.92591654,-87.6875328,"(41.92591653625677, -87.68753279860687)",No Entry
The Bar B Que Zone,Restaurant,Risk 1 (High),60617,6/26/2014,Canvass,41.70265064,-87.54337389,"(41.70265064291392, -87.54337388866821)",Pass
KARCZMA RESTAURANT,Restaurant,Risk 1 (High),60656,5/14/2014,Canvass,41.96421158,-87.83683737,"(41.96421158016989, -87.83683736522617)",Out of Business
CHIPOTLE MEXICAN GRILL,Restaurant,Risk 1 (High),60647,6/16/2014,Complaint,41.9132839,-87.67738028,"(41.913283895965485, -87.67738027833187)",Pass
BOBTAIL SODA FOUNTAIN,Restaurant,Risk 2 (Medium),60657,4/25/2014,Complaint Re-Inspection,41.9364147,-87.64412799,"(41.936414697666024, -87.64412799489625)",Pass
BRASSERIE BY LM,Restaurant,Risk 1 (High),60605,4/25/2014,Canvass Re-Inspection,41.87181181,-87.6243155,"(41.87181181410728, -87.62431549922361)",Pass
WINGERS,Restaurant,Risk 2 (Medium),60615,8/21/2014,Canvass,41.79961156,-87.59253344,"(41.799611563972014, -87.59253344231946)",Out of Business
DONALDS FAMOUS HOT DOGS,Restaurant,Risk 1 (High),60608,8/26/2014,Complaint Re-Inspection,41.84941515,-87.68541623,"(41.84941515284533, -87.68541622615498)",Pass
IGNOTZ RESTAURANT,Restaurant,Risk 1 (High),60608,8/8/2014,Canvass,41.8477534,-87.6829278,"(41.84775339576966, -87.68292779619232)",Pass
CHALK OF LAKEVIEW MANAGED BY BRIGHT HORIZONS,Daycare (2 - 6 Years),Risk 1 (High),60657,7/25/2014,License,41.93339147,-87.66008188,"(41.933391473285816, -87.66008187872411)",Pass
KIDS ARE US LEARNING CENTER,Daycare Combo 1586,Risk 1 (High),60621,9/10/2014,License,41.75849225,-87.63105073,"(41.75849224541273, -87.63105072780108)",Pass
HORIZON SCIENCE ACADEMY,School,Risk 2 (Medium),60639,4/30/2014,Canvass Re-Inspection,41.90943447,-87.75239306,"(41.90943446610412, -87.75239305833514)",Pass
ZAYTUNE MEDITERRANEAN GRILL,Restaurant,Risk 1 (High),60609,9/17/2014,License,41.83018726,-87.68517793,"(41.83018725526863, -87.68517792510231)",Fail
WENDY'S #001461,Restaurant,Risk 2 (Medium),60609,6/4/2014,Canvass,41.79463883,-87.63226705,"(41.79463882630404, -87.63226704546275)",No Entry
"WESTERN HOST, INC.",Restaurant,Risk 1 (High),60611,5/15/2014,Canvass,41.89387135,-87.61527478,"(41.89387134779289, -87.61527477728374)",Pass
JEWEL FOOD STORE #3442,Grocery Store,Risk 1 (High),60630,7/9/2014,Complaint,41.97562411,-87.72984456,"(41.97562411244582, -87.7298445615703)",Fail
CHILI'S GRILL & BAR,Restaurant,Risk 1 (High),60643,6/19/2014,Complaint Re-Inspection,41.67756731,-87.66584493,"(41.677567307473154, -87.66584492565856)",Pass
JA' GRILL,Restaurant,Risk 1 (High),60614,9/10/2014,Canvass,41.91820857,-87.65375769,"(41.91820856763485, -87.65375768752133)",Out of Business
G N P H #NINE INC,Restaurant,Risk 1 (High),60641,8/20/2014,Short Form Complaint,41.9534702,-87.73380301,"(41.953470201055666, -87.73380301330553)",Pass
ADVOCATE TRINITY HOSPITAL,Hospital,Risk 1 (High),60617,8/14/2014,Canvass,41.72632923,-87.56727091,"(41.726329231442904, -87.56727090823563)",Fail
"NADIA FISH & CHICKEN, INC",Restaurant,Risk 2 (Medium),60649,7/10/2014,Complaint,41.76005986,-87.55848986,"(41.760059860189635, -87.55848986206058)",Fail
MAY STREET CAFE,Restaurant,Risk 1 (High),60608,6/23/2014,Canvass,41.85262495,-87.65491858,"(41.85262494622832, -87.65491858465299)",Pass
SPEEDY'S RESTAURANT,Restaurant,Risk 1 (High),60608,7/17/2014,Complaint,41.85579511,-87.670947,"(41.85579511254305, -87.67094699641918)",No Entry
THAI WOK,Restaurant,Risk 1 (High),60607,6/23/2014,Canvass,41.86956302,-87.654464,"(41.86956301634025, -87.65446400361422)",Fail
MC DONALD'S,Restaurant,Risk 2 (Medium),60618,8/5/2014,Canvass,41.9468234,-87.69353264,"(41.946823399558674, -87.69353264259799)",Pass w/ Conditions
EDWARDO'S NATURAL PIZZA RESTAURANT,Restaurant,Risk 1 (High),60605,4/29/2014,Canvass,41.87523756,-87.62907784,"(41.87523755678771, -87.62907784469319)",Pass
LI HING INC.,Restaurant,Risk 1 (High),60634,4/23/2014,License,41.93862335,-87.7711426,"(41.938623349328445, -87.77114260357651)",Pass
BARBARA ANN'S BARBE-QUE INC.,Restaurant,Risk 1 (High),60619,4/29/2014,Complaint,41.75621543,-87.60518239,"(41.75621542554673, -87.60518239377532)",Fail
FOGO TO GO,Restaurant,Risk 1 (High),60614,7/31/2014,Complaint,41.93277107,-87.65250565,"(41.93277107333041, -87.65250564729659)",Pass w/ Conditions
ANDY'S GROCERY,Grocery Store,Risk 2 (Medium),60623,8/20/2014,Canvass,41.84987398,-87.70411738,"(41.849873983973254, -87.70411737665296)",Pass
YOFRESH INC,Restaurant,Risk 2 (Medium),60657,4/24/2014,License,41.93596932,-87.64411406,"(41.93596932044773, -87.6441140608449)",Fail
HUNAN WOK,Restaurant,Risk 1 (High),60659,6/4/2014,Canvass,41.98289261,-87.7141893,"(41.98289261452381, -87.71418929677739)",Pass
MARKET THYME,Restaurant,Risk 1 (High),60601,6/4/2014,Canvass,41.88463208,-87.62224799,"(41.8846320757672, -87.6222479910888)",Fail
REGENCY CATERERS,Restaurant,Risk 1 (High),60601,6/24/2014,Canvass,41.88799989,-87.62256513,"(41.88799988734853, -87.62256513255957)",Pass
ILLINOIS BAR & GRILL INC,Restaurant,Risk 1 (High),60632,7/17/2014,Canvass,41.80771447,-87.72739891,"(41.80771447199459, -87.72739890961682)",Pass w/ Conditions
RED SNAPPER,Restaurant,Risk 2 (Medium),60629,8/14/2014,Complaint,41.77193063,-87.69343855,"(41.77193063059243, -87.69343854613754)",Pass
SACRED HEART SCHOOL,School,Risk 2 (Medium),60617,6/17/2014,Canvass Re-Inspection,41.72102145,-87.55348266,"(41.72102145070502, -87.55348266060378)",Pass
CAKE GALLERY,Bakery,Risk 2 (Medium),60623,7/21/2014,Canvass,41.8444306,-87.71919209,"(41.844430599129666, -87.71919208620412)",Out of Business
RIVERSIDE DELI,Restaurant,Risk 1 (High),60622,4/25/2014,Canvass,41.91618611,-87.67013494,"(41.91618611497677, -87.67013494391357)",Pass
A'S RESTAURANT &  PANCAKE HOUSE,Restaurant,Risk 1 (High),60634,6/9/2014,Canvass,41.95302778,-87.78643959,"(41.953027775264935, -87.78643958616934)",Pass
UMAMI BURGER,Restaurant,Risk 1 (High),60622,8/22/2014,License Re-Inspection,41.90876698,-87.67517502,"(41.90876698226272, -87.67517501569742)",Pass
BELLY Q/URBAN BELLY,Restaurant,Risk 1 (High),60607,6/11/2014,Canvass,41.88427445,-87.66243303,"(41.884274448898516, -87.66243302565778)",Fail
PIE HOLE PIZZA JOINT,Restaurant,Risk 1 (High),60657,5/23/2014,Complaint,41.94535398,-87.64589409,"(41.94535397550152, -87.64589409386303)",Pass
LA COSTA,Restaurant,Risk 1 (High),60634,8/26/2014,Canvass,41.93735507,-87.76630745,"(41.93735506983236, -87.76630744539683)",Pass
AL BAYAN GROCERY INC.,Grocery Store,Risk 2 (Medium),60634,8/26/2014,Canvass,41.93756465,-87.78605437,"(41.93756465015517, -87.78605436856363)",Pass
WENDY'S,Restaurant,Risk 1 (High),60652,5/14/2014,Complaint,41.75466012,-87.74138476,"(41.75466012439374, -87.74138475860521)",Pass
THE LIVING ROOM CAFE,Restaurant,Risk 2 (Medium),60637,5/14/2014,Canvass,41.77870862,-87.60554714,"(41.77870861700345, -87.6055471428117)",Pass
PLEASANT HOUSE BAKERY,Mobile Food Dispenser,Risk 3 (Low),60608,4/22/2014,Canvass,41.8380891,-87.65129461,"(41.83808910384431, -87.65129460738949)",Out of Business
LOU MALNATIS PIZZERIA,Restaurant,Risk 1 (High),60622,6/6/2014,Canvass,41.9089214,-87.6775678,"(41.90892140028331, -87.67756779552343)",Pass
MCDONALDS,Restaurant,Risk 2 (Medium),60628,6/6/2014,Canvass,41.68558118,-87.60820712,"(41.6855811783059, -87.60820711529922)",Pass
THE  BURGER  PHILOSOPHY,Restaurant,Risk 2 (Medium),60660,6/18/2014,Complaint,41.9833772,-87.66910121,"(41.98337720201868, -87.66910121024421)",Pass
THE PLAY ROOM,Restaurant,Risk 1 (High),60634,7/16/2014,Canvass,41.93785943,-87.82625503,"(41.937859427847215, -87.82625503087803)",Pass
3811 PIRAMID INC,Restaurant,Risk 1 (High),60618,6/3/2014,Canvass Re-Inspection,41.95071669,-87.68822442,"(41.95071668512338, -87.68822442221024)",Pass
"SIMPLY DELICIOUS CUISINE, LLC",Catering,Risk 1 (High),60628,8/14/2014,Canvass,41.68895965,-87.63185525,"(41.68895964549369, -87.63185525434017)",Out of Business
TEA ROOM,Restaurant,Risk 1 (High),60611,5/9/2014,Canvass,41.89907578,-87.62580952,"(41.89907578039763, -87.62580952351014)",Pass w/ Conditions
EL ENCANTO MICHOACANO,Restaurant,Risk 1 (High),60623,9/15/2014,Canvass,41.84427856,-87.73057227,"(41.8442785563759, -87.73057226544616)",Pass
I-57 RIB HOUSE #5,Restaurant,Risk 1 (High),60636,4/21/2014,Complaint,41.77511152,-87.68367904,"(41.77511152013113, -87.68367904074279)",No Entry
