MCDONALD'S,,Risk 2 (Medium),60601,9/8/2014,License,41.88582205,-87.63230374,"(41.885822047853026, -87.63230373508567)",Fail
TABERNACLE CHRISTIAN ACADEMY,School,Risk 1 (High),60643,5/13/2014,Canvass Re-Inspection,41.69484344,-87.65351509,"(41.69484344211779, -87.65351509376782)",Fail
DON'S HOT DOGS,Restaurant,Risk 2 (Medium),60652,8/15/2014,Canvass,41.7520474,-87.70260778,"(41.75204739800112, -87.70260778418441)",Pass
BEST NAAN,Bakery,Risk 2 (Medium),60659,8/7/2014,Canvass,41.99750893,-87.68758323,"(41.997508927004105, -87.68758323371777)",No Entry
EXPRESS GRILL INC,Restaurant,Risk 1 (High),60608,8/5/2014,Canvass,41.85817766,-87.64679834,"(41.85817765911514, -87.64679833651262)",Pass
NEW BUFFET CASTLE  INC,Restaurant,Risk 1 (High),60618,4/22/2014,Short Form Complaint,41.93940917,-87.71113056,"(41.93940916509524, -87.71113056071233)",Fail
RAYMONDS TACOS NO.3,Restaurant,Risk 1 (High),60647,6/23/2014,Canvass,41.92469427,-87.71859338,"(41.92469427172042, -87.71859337650946)",Pass
BEANS & BAGELS,Restaurant,Risk 1 (High),60625,4/17/2014,Canvass,41.96663446,-87.69380645,"(41.96663446464287, -87.69380644969819)",Pass
PRIMARY NIGHT CLUB,Liquor,Risk 3 (Low),60610,7/18/2014,Canvass Re-Inspection,41.90382818,-87.62890822,"(41.9038281774845, -87.62890821819511)",Pass
JAFFA BAGELS,Restaurant,Risk 1 (High),60601,7/8/2014,Canvass,41.88637741,-87.62438167,"(41.88637740620821, -87.62438167043969)",Pass w/ Conditions
NORTH AVENUE BEACH HOUSE,Restaurant,Risk 1 (High),60610,6/27/2014,Canvass,41.90962164,-87.62602012,"(41.90962164348577, -87.62602011504099)",Pass
ESSENCE OF INDIA,Restaurant,Risk 1 (High),60625,7/11/2014,Canvass,41.96499709,-87.68601382,"(41.964997092897626, -87.68601381879759)",Pass
GAUDI CAFE,Restaurant,Risk 1 (High),60642,8/5/2014,License,41.89098034,-87.65645936,"(41.89098034174263, -87.65645936254593)",Fail
McDONALDS,Restaurant,Risk 2 (Medium),60637,8/1/2014,Complaint Re-Inspection,41.77859718,-87.61544139,"(41.77859718342359, -87.61544138794639)",Pass
FAMILY DOLLAR #1708,Grocery Store,Risk 3 (Low),60649,6/6/2014,Canvass,41.75193793,-87.55908695,"(41.75193793360491, -87.55908694571022)",Fail
SILVER'S SEAFOOD RESTAURANT,Restaurant,Risk 1 (High),60640,5/1/2014,Canvass Re-Inspection,41.96989465,-87.65954702,"(41.96989464893081, -87.65954702205664)",Fail
LEVY(EVENTS)LIMITED PARTNERSHIP,Restaurant,Risk 1 (High),60654,7/22/2014,Canvass,41.88792073,-87.63235953,"(41.887920731996346, -87.63235953008895)",Pass w/ Conditions
KOVALA CORP,Bakery,Risk 2 (Medium),60646,6/16/2014,Short Form Complaint,41.98697175,-87.77824042,"(41.986971746707326, -87.77824042057848)",Pass
PICCOLO SOGNO DUE,Restaurant,Risk 1 (High),60654,7/21/2014,Canvass,41.88852671,-87.63119137,"(41.888526713886016, -87.63119137435383)",Pass w/ Conditions
"MARYS TAQUERIA AND GROCERY STORE, INC.",Restaurant,Risk 1 (High),60616,5/1/2014,License Re-Inspection,41.85666311,-87.64178573,"(41.85666310572283, -87.64178573004398)",Pass
DUNKIN DONUTS,Restaurant,Risk 2 (Medium),60617,5/13/2014,Complaint,41.73536134,-87.58501433,"(41.73536134404252, -87.58501433108263)",Pass w/ Conditions
WEST SIDE GRILL & GROCERY,Restaurant,Risk 2 (Medium),60651,5/15/2014,License Re-Inspection,41.89878824,-87.74604038,"(41.89878824025211, -87.74604037814593)",Pass
WALDORF ASTORIA CHICAGO,Restaurant,Risk 1 (High),60611,4/23/2014,Canvass,41.89983492,-87.62779917,"(41.89983492074242, -87.6277991723728)",Pass w/ Conditions
MCDONALD'S RESTAURANT,Restaurant,Risk 2 (Medium),60636,6/4/2014,Complaint,41.77836098,-87.66433686,"(41.77836097603761, -87.66433686342792)",Pass
"AMY BECK CAKE DESIGN, LLC",Bakery,Risk 1 (High),60642,5/6/2014,Canvass,41.89338043,-87.65758774,"(41.893380429024546, -87.65758773796799)",Pass
"DADO FOOD MART, INC.",Grocery Store,Risk 2 (Medium),60651,7/30/2014,Complaint Re-Inspection,41.90230475,-87.76065826,"(41.90230474661144, -87.76065826255068)",Pass w/ Conditions
SOHO HOUSE,Restaurant,Risk 1 (High),60607,7/14/2014,License Re-Inspection,41.8835571,-87.6484324,"(41.883557097965046, -87.64843239611488)",Pass
Red Mango,Restaurant,Risk 2 (Medium),60622,5/1/2014,Complaint,41.90903765,-87.67514592,"(41.90903765406101, -87.67514592249044)",Pass w/ Conditions
CHEZ JOEL,Restaurant,Risk 1 (High),60607,8/6/2014,Canvass,41.86933228,-87.65510679,"(41.86933227916697, -87.65510678669794)",Pass
CHRIS' BAR,Restaurant,Risk 2 (Medium),60622,8/19/2014,Canvass,41.91073284,-87.66817769,"(41.910732841658614, -87.66817769111361)",Pass
COMPUTER AND NETWORK SOLUTIONS,Restaurant,Risk 1 (High),60632,6/5/2014,Canvass Re-Inspection,41.79678066,-87.70350236,"(41.79678066332652, -87.70350235977779)",Pass
WHOLE FOODS MARKET,Grocery Store,Risk 1 (High),60613,4/28/2014,Complaint,41.9485198,-87.64967012,"(41.948519803032596, -87.64967012486451)",Pass
ST GENEVIEVE SCHOOL,School,Risk 1 (High),60639,5/6/2014,Canvass Re-Inspection,41.92527177,-87.74853621,"(41.92527176739356, -87.74853621080176)",Pass
TEQUILA RESTAURANT,Restaurant,Risk 1 (High),60638,7/14/2014,Complaint,41.7969,-87.75543002,"(41.79689999850765, -87.75543001827512)",Fail
ROYALTY,Restaurant,Risk 1 (High),60629,6/26/2014,Canvass,41.77883652,-87.71836139,"(41.778836516734856, -87.71836138998039)",Pass
A10,Restaurant,Risk 1 (High),60615,6/5/2014,Canvass,41.79965126,-87.58940329,"(41.7996512604028, -87.58940328555822)",Pass
CAFE BA BA REEBA,Restaurant,Risk 1 (High),60614,5/16/2014,Short Form Complaint,41.9189432,-87.64868497,"(41.918943198725025, -87.64868497024028)",Pass
MCDONALD'S,Restaurant,Risk 2 (Medium),60643,5/28/2014,Canvass,41.72107314,-87.66489837,"(41.721073142167896, -87.66489837339608)",Pass w/ Conditions
LITTLE CAESARS,Restaurant,Risk 2 (Medium),60617,5/29/2014,Short Form Complaint,41.72259147,-87.57429098,"(41.722591468010535, -87.57429097892624)",Pass
LITTLE ANGELS EARLY CHILDHOOD,Children's Services Facility,Risk 1 (High),60659,9/12/2014,License,41.99716413,-87.71963744,"(41.997164131325896, -87.71963744251987)",Pass
PIZANO'S PIZZA & PASTA EXPRESS,Restaurant,Risk 1 (High),60610,8/29/2014,Canvass,41.89672093,-87.62992258,"(41.896720932371046, -87.62992258319504)",Pass
TACO & BURRITO HOUSE,Restaurant,Risk 1 (High),60614,7/24/2014,Suspected Food Poisoning,41.92526694,-87.66771876,"(41.92526694366957, -87.66771876385485)",Pass w/ Conditions
MURASAKI,Restaurant,Risk 1 (High),60611,7/3/2014,Canvass,41.89325719,-87.62234986,"(41.89325718527649, -87.62234986002646)",No Entry
PERENNIAL,Restaurant,Risk 1 (High),60614,8/22/2014,Canvass Re-Inspection,41.91549679,-87.63431441,"(41.91549678752247, -87.63431440711459)",Fail
OSCAR'S FOODS INC,Restaurant,Risk 1 (High),60634,5/2/2014,Canvass,41.93850968,-87.77989876,"(41.93850967746317, -87.7798987635454)",No Entry
PITA EXPRESS,Restaurant,Risk 1 (High),60601,4/21/2014,Complaint,41.88458627,-87.63101045,"(41.88458626715456, -87.63101044588599)",Fail
JULIA'S SOUTH SIDE SHRIMP,Restaurant,Risk 1 (High),60615,6/24/2014,Canvass,41.79900326,-87.58389266,"(41.799003255757576, -87.58389265837322)",Pass
LONNIE'S PIZZERIA INC,Restaurant,Risk 1 (High),60634,8/6/2014,Canvass,41.95194858,-87.83594475,"(41.95194858372332, -87.83594475494411)",No Entry
THE SANDWICH BREAK,Restaurant,Risk 1 (High),60629,6/12/2014,Canvass,41.77916514,-87.69753257,"(41.77916513638397, -87.69753256699866)",Pass
OFELIO TORRES,Restaurant,Risk 1 (High),60608,5/27/2014,Canvass,41.85761908,-87.67085498,"(41.85761907575693, -87.67085498273435)",Pass
SOUL FOOD UNLIMITED,Restaurant,Risk 1 (High),60620,8/22/2014,Canvass Re-Inspection,41.7503027,-87.65957002,"(41.7503027040186, -87.65957001679304)",Pass
FRIENDSHIP ON THE LAKE,Restaurant,Risk 1 (High),60601,9/8/2014,Canvass,41.88575165,-87.61292611,"(41.88575164585066, -87.6129261108629)",No Entry
BOARD ROOM,Liquor,Risk 3 (Low),60610,8/8/2014,Canvass,41.89383961,-87.63724782,"(41.893839614475326, -87.63724781581695)",Fail
SIP & SAVOR BRONZEVILLE,Restaurant,Risk 2 (Medium),60653,7/28/2014,License,41.81681502,-87.61292308,"(41.816815018289546, -87.61292308115752)",Pass
CANTINA  LAREDO#132,Restaurant,Risk 1 (High),60654,8/19/2014,Complaint Re-Inspection,41.8911927,-87.62819803,"(41.89119270108074, -87.62819803063057)",Pass
GREEKTOWN GYROS,Restaurant,Risk 1 (High),60661,7/18/2014,Canvass,41.87797994,-87.6470952,"(41.87797993544056, -87.64709520346345)",Out of Business
North-Grand H.S.,School,Risk 1 (High),60639,4/24/2014,Canvass,41.91170094,-87.73525151,"(41.911700944024766, -87.73525151472917)",Fail
PORK CHOP,Mobile Food Preparer,Risk 2 (Medium),60608,6/4/2014,Canvass Re-Inspection,41.84467072,-87.65496222,"(41.84467072147077, -87.6549622241458)",Pass
EL CONDE S.A.,Restaurant,Risk 1 (High),60632,6/30/2014,Canvass,41.79959746,-87.70358496,"(41.799597459689494, -87.70358495558017)",Pass
LOVING HEART,Restaurant,Risk 1 (High),60613,6/30/2014,Canvass,41.96193036,-87.65148394,"(41.96193035973409, -87.65148393860643)",Pass
S@KURA,Restaurant,Risk 1 (High),60647,4/29/2014,Canvass,41.92476548,-87.69033753,"(41.924765482642385, -87.6903375310175)",Pass
TAQUERIA TAYAHUA,Restaurant,Risk 1 (High),60608,6/16/2014,Canvass,41.84804175,-87.6853803,"(41.84804174644331, -87.68538029834394)",Fail
THAI 'LINDA' CAFE',Restaurant,Risk 1 (High),60618,8/6/2014,Canvass,41.94331639,-87.67943319,"(41.943316391093994, -87.67943319466616)",Pass w/ Conditions
MAXWELL STREET SACRAMENTO,Restaurant,Risk 2 (Medium),60612,5/16/2014,Canvass,41.87370412,-87.70086462,"(41.87370411501883, -87.70086461713747)",Pass
AZTECA INC,Restaurant,Risk 1 (High),60641,5/8/2014,Canvass,41.95459485,-87.74902854,"(41.954594849150155, -87.74902853539585)",Pass
TZATZIKI GRILL,Restaurant,Risk 1 (High),60614,5/27/2014,Canvass,41.92783382,-87.64165881,"(41.92783381766517, -87.6416588091054)",Out of Business
AMERICAN KIDZ ACADEMY,DAY CARE,Risk 1 (High),60610,4/22/2014,Canvass,41.90790947,-87.62594578,"(41.90790946673667, -87.62594577820322)",Out of Business
FALAFEL EXPRESS,Restaurant,Risk 1 (High),60603,6/17/2014,Canvass,41.88163119,-87.62605243,"(41.88163118732629, -87.62605242525508)",Pass
D.O.C. WINE BAR,Restaurant,Risk 1 (High),60614,7/16/2014,Canvass,41.92965482,-87.64312759,"(41.92965482376894, -87.64312758987808)",No Entry
DOLLOP COFFEE CO at the Fisher Building,Restaurant,Risk 2 (Medium),60604,5/28/2014,License,41.87714679,-87.62912123,"(41.877146786216336, -87.62912123316899)",Pass
SAM'S CHICKEN & RIBS,Restaurant,Risk 1 (High),60660,5/6/2014,Complaint,41.99468413,-87.65847729,"(41.994684132998835, -87.65847729070059)",Pass
JEWEL FOOD STORE #3170,Grocery Store,Risk 1 (High),60632,7/23/2014,Canvass,41.79619759,-87.72339188,"(41.796197591415535, -87.72339188344549)",Pass
LAGO BANQUETS,BANQUET HALL,Risk 1 (High),60639,8/5/2014,Canvass,41.93098196,-87.77923471,"(41.93098195995931, -87.77923471427376)",No Entry
PROJECT ORG. & DESIGN STUDIO,Daycare Combo 1586,Risk 1 (High),60619,9/8/2014,License,41.75132826,-87.59056098,"(41.75132825596118, -87.59056097539076)",Pass w/ Conditions
MONTROSE DELI,Grocery Store,Risk 1 (High),60634,6/12/2014,Canvass Re-Inspection,41.95272166,-87.79136221,"(41.95272165794881, -87.79136221262823)",Pass
POT PAN RESTAURANT,Restaurant,Risk 1 (High),60622,5/29/2014,Canvass,41.90646718,-87.67157369,"(41.906467181759496, -87.67157369153817)",Fail
LA PLACITA DE DURANGO,Restaurant,Risk 1 (High),60632,6/3/2014,Canvass,41.80102712,-87.68530842,"(41.80102712134728, -87.68530842130838)",Pass
GARRETT POPCORN SHOPS,Grocery Store,Risk 2 (Medium),60666,6/18/2014,Canvass,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Pass
DEALICIOUS INC.,Mobile Food Preparer,Risk 1 (High),60608,9/16/2014,License,41.85045102,-87.65879786,"(41.85045102427, -87.65879785567869)",Pass
SHINING STAR CHILD DEVELOPMENT INSTITUTE OF THE ARTS INC.,Daycare Above and Under 2 Years,Risk 1 (High),60617,6/17/2014,License,41.7283667,-87.55072922,"(41.72836670381486, -87.55072921513458)",Pass w/ Conditions
LA PALAPA INC.,Restaurant,Risk 1 (High),60608,5/20/2014,Canvass,41.83231584,-87.67538617,"(41.83231583815303, -87.67538616782451)",Pass
GEORGE WASHINGTON ELEMENTARY,School,Risk 1 (High),60617,5/23/2014,Canvass Re-Inspection,41.68810403,-87.53600985,"(41.688104026587276, -87.53600984519433)",Pass
KINDRED HOSPITAL CHICAGO-NORTH CAMPUS,Hospital,Risk 1 (High),60618,7/11/2014,Canvass,41.96139498,-87.69292624,"(41.961394983299115, -87.6929262371129)",Pass
KING FOOD MART,Grocery Store,Risk 2 (Medium),60628,5/27/2014,Canvass,41.66146668,-87.64150787,"(41.66146667808404, -87.64150786553292)",Out of Business
LEGHORN CHICKEN,Restaurant,Risk 1 (High),60622,8/5/2014,License,41.89933654,-87.68678817,"(41.89933653799507, -87.686788170572)",Fail
EINSTEIN BROS BAGELS #3620,Restaurant,Risk 1 (High),60601,5/22/2014,Canvass,41.88525377,-87.62463473,"(41.885253768653754, -87.62463473109302)",Pass
LA ENCANTADA RESTAURANT,Restaurant,Risk 1 (High),60647,9/5/2014,Canvass,41.90992353,-87.71344146,"(41.909923532354654, -87.71344145698525)",No Entry
TESORI,Restaurant,Risk 1 (High),60604,6/24/2014,Canvass Re-Inspection,41.87902919,-87.62448586,"(41.87902919094286, -87.62448585784588)",Pass
NUTS ON CLARK,Grocery Store,Risk 2 (Medium),60666,7/24/2014,Canvass,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)",Pass
RUBY'S FAST FOOD,Restaurant,Risk 1 (High),60618,6/5/2014,Canvass,41.9611282,-87.72216037,"(41.96112819802538, -87.72216036908962)",Pass
SIENA COFFEE,,Risk 1 (High),60614,5/19/2014,Canvass,41.92400932,-87.63967069,"(41.92400931983017, -87.6396706875987)",Out of Business
SU CASA,Restaurant,Risk 1 (High),60611,5/21/2014,Canvass Re-Inspection,41.89319256,-87.62617281,"(41.89319255965124, -87.62617281400281)",Pass
KYOTO SUSHI RESTAURANT,Restaurant,Risk 1 (High),60614,6/4/2014,Canvass,41.92776406,-87.65221663,"(41.92776406121777, -87.65221662789114)",No Entry
HOLY FAMILY LUTHERAN SCHOOL,School,Risk 1 (High),60624,9/11/2014,Canvass,41.86988498,-87.7113089,"(41.86988498075887, -87.7113088987269)",Pass
"ARAMARK SERVICES, INC",Restaurant,Risk 1 (High),60652,6/10/2014,Canvass,41.75506193,-87.73222786,"(41.75506193441227, -87.73222786456962)",Pass
STAR CANDY STORE,Grocery Store,Risk 3 (Low),60603,5/15/2014,Canvass,41.87946216,-87.63244033,"(41.87946215923832, -87.63244033079255)",Out of Business
ROSAS TAMALES #2,Restaurant,Risk 1 (High),60632,7/17/2014,Canvass Re-Inspection,41.79357839,-87.7067128,"(41.79357839404283, -87.70671280334706)",Pass
111 MEXICAN GRILL,Restaurant,Risk 1 (High),60623,8/25/2014,Canvass Re-Inspection,41.85901391,-87.72510565,"(41.85901391332313, -87.72510564861969)",Pass
BONY'S FOOD MART,Grocery Store,Risk 3 (Low),60608,7/3/2014,Canvass,41.8552788,-87.65327979,"(41.85527879701619, -87.65327978679655)",Out of Business
LA ESQUINITA,Restaurant,Risk 1 (High),60618,7/9/2014,Canvass,41.95395117,-87.71398211,"(41.95395117084635, -87.7139821082167)",Out of Business
JAMAICA JERK VILLA,Restaurant,Risk 1 (High),60616,4/28/2014,Complaint Re-Inspection,41.85295002,-87.62673497,"(41.852950024887896, -87.62673497434044)",Pass
PALACE CAFE,Restaurant,Risk 1 (High),60617,8/11/2014,Canvass,41.74735363,-87.58602791,"(41.7473536264, -87.58602790563285)",Pass
EMPORIUM LOGAN SQUARE,Restaurant,Risk 2 (Medium),60647,6/10/2014,License Re-Inspection,41.92426082,-87.69933175,"(41.92426082139295, -87.69933174792325)",Pass
NEW YORK MARKET,,Risk 2 (Medium),60613,7/24/2014,Canvass,41.95017256,-87.64454816,"(41.95017256462572, -87.6445481581548)",Fail
PORTAGE GROUNDS COFFEE & TEA,Restaurant,Risk 2 (Medium),60641,7/29/2014,Canvass,41.95310073,-87.76465693,"(41.95310072916454, -87.76465692606169)",Pass
"SHIBAM CITY RESTAURANT, INC.",Restaurant,Risk 1 (High),60630,5/22/2014,Canvass,41.96834387,-87.74030969,"(41.96834387397885, -87.74030968600258)",Pass
Zia's Trattoria,Restaurant,Risk 1 (High),60631,8/7/2014,Recent Inspection,42.00274186,-87.81586896,"(42.002741862843784, -87.81586895792563)",Pass w/ Conditions
Youmax Food & Liquor,Grocery Store,Risk 3 (Low),60659,5/19/2014,Complaint Re-Inspection,41.99790938,-87.68593715,"(41.9979093763549, -87.68593714505292)",Pass
CONTE DI SAVOIA INC WEST,Restaurant,Risk 2 (Medium),60612,5/15/2014,Canvass,41.86892168,-87.68232167,"(41.86892168026218, -87.68232167141252)",Pass
ROSELAND FRESH MART INC.,Grocery Store,Risk 2 (Medium),60628,5/21/2014,License Re-Inspection,41.70713532,-87.61824173,"(41.70713532161834, -87.61824172993401)",Pass
DUNKIN DONUTS/ BASKIN ROBBINS,Restaurant,Risk 2 (Medium),60639,5/13/2014,Short Form Complaint,41.92405853,-87.76805155,"(41.92405853198046, -87.7680515516238)",Fail
SWIM CAFE,Restaurant,Risk 2 (Medium),60622,5/12/2014,Canvass,41.89605275,-87.66161251,"(41.89605275011061, -87.66161251045357)",Out of Business
MILK & HONEY CAFE,Restaurant,Risk 1 (High),60622,6/27/2014,Suspected Food Poisoning,41.90332716,-87.67566894,"(41.903327164313254, -87.67566894260618)",Pass
KILMER  ELEMENTARY,School,Risk 1 (High),60626,5/19/2014,Canvass,42.00367622,-87.66826026,"(42.003676220369776, -87.66826025653212)",Pass
BAR BAR BLACK SHEEP,Restaurant,Risk 1 (High),60642,4/22/2014,Canvass,41.90767984,-87.67302076,"(41.90767983641229, -87.67302075505891)",Pass
THE NILE RESTAURANT,Restaurant,Risk 1 (High),60615,6/11/2014,License,41.7951706,-87.5971002,"(41.79517060450029, -87.59710020185207)",Pass
SPEEDY'S RESTAURANT,Restaurant,Risk 1 (High),60608,5/22/2014,Canvass,41.85579511,-87.670947,"(41.85579511254305, -87.67094699641918)",No Entry
JACK 'S HOT DOG,Restaurant,Risk 1 (High),60647,7/10/2014,Canvass,,,,Pass
LOU MALNATIS PIZZERIA,Restaurant,Risk 1 (High),60622,6/6/2014,Canvass,41.9089214,-87.6775678,"(41.90892140028331, -87.67756779552343)",Pass
SIXTY FIVE CHINESE RESTAURANT,Restaurant,Risk 1 (High),60606,7/3/2014,Complaint,41.88183547,-87.63389739,"(41.88183546590967, -87.63389738860116)",Pass
LULA CAFE,Restaurant,Risk 1 (High),60647,7/3/2014,Canvass,41.9276532,-87.70711901,"(41.92765319605931, -87.70711900893733)",Pass
CHICAGO SIGNATURE SERVICES,Catering,Risk 1 (High),60611,6/11/2014,Canvass,41.89224916,-87.60951805,"(41.892249163400116, -87.60951804879336)",Fail
BAR TAKITO,Restaurant,Risk 3 (Low),60607,7/22/2014,License,41.88569922,-87.65184383,"(41.88569921913806, -87.65184383069963)",Fail
FAMILY DOLLAR #3895,Grocery Store,Risk 3 (Low),60621,7/24/2014,Complaint Re-Inspection,41.77393926,-87.64448887,"(41.773939261892544, -87.64448887199883)",Pass
VITO & ANGELO PIZZERIA INC.,Restaurant,Risk 1 (High),60647,8/18/2014,Canvass,41.92469108,-87.71882929,"(41.92469107502236, -87.71882928689791)",No Entry
RUXBIN KITCHEN,Restaurant,Risk 1 (High),60622,7/14/2014,Canvass,41.89758036,-87.66718641,"(41.89758036350436, -87.66718641217582)",No Entry
MAC'S AMERICAN FOOD,Restaurant,Risk 1 (High),60622,8/8/2014,Canvass Re-Inspection,41.90315615,-87.67242232,"(41.90315615397302, -87.67242231949352)",Pass w/ Conditions
"ITALIAN FIESTA PIZZERIA, INC",Restaurant,Risk 1 (High),60649,8/7/2014,Complaint,41.76594474,-87.57802589,"(41.76594473734569, -87.57802588929889)",Pass
AL'S BEEF,Restaurant,Risk 1 (High),60618,5/27/2014,Canvass,41.93221699,-87.68803328,"(41.93221698794738, -87.68803328089533)",Pass
Perez,School,Risk 1 (High),60608,4/22/2014,Canvass,41.85600113,-87.6579887,"(41.85600113080494, -87.65798869620579)",Pass
MCDONALD'S,Restaurant,Risk 2 (Medium),60630,8/14/2014,Short Form Complaint,41.97067759,-87.76342894,"(41.9706775856096, -87.76342894418006)",Pass
CHARTWELLS,School,Risk 2 (Medium),60602,8/12/2014,License,41.88245665,-87.62770005,"(41.8824566469275, -87.62770004682694)",Pass
EAT AND RUN  NFP,Restaurant,Risk 1 (High),60620,6/13/2014,Complaint,41.73562916,-87.66684643,"(41.735629164499365, -87.66684642780346)",Fail
ARBY'S ROAST BEEF RESTAURANT,Restaurant,Risk 2 (Medium),60638,8/29/2014,Canvass,41.79446458,-87.80145713,"(41.79446457898084, -87.8014571335323)",Out of Business
LASCHET'S INN,Restaurant,Risk 1 (High),60618,6/6/2014,Complaint,41.95399792,-87.68206242,"(41.953997919864065, -87.68206242189052)",Pass w/ Conditions
